name	aboundance
gene_100495|GeneMark.hmm|1110_nt|+|49528|50637|>k141_62091|flag=0|multi=51.7690|len=110443	1.4820956765076194e-06
gene_100495|GeneMark.hmm|2964_nt|-|1|2964|>k141_63011|flag=0|multi=82.0380|len=9936	6.33003363455772e-05
gene_100498|GeneMark.hmm|1176_nt|+|5565|6740|>k141_63011|flag=0|multi=82.0380|len=9936	1.670227272358672e-05
gene_100499|GeneMark.hmm|714_nt|+|53237|53950|>k141_62091|flag=0|multi=51.7690|len=110443	1.3910820902931663e-06
gene_10049|GeneMark.hmm|303_nt|-|2|304|>k141_11101|flag=1|multi=3.0000|len=304	0.00024687131174775106
gene_10049|GeneMark.hmm|570_nt|-|999|1568|>k141_6336|flag=1|multi=6.0000|len=1702	4.7862805338849695e-05
gene_100518|GeneMark.hmm|480_nt|+|1|480|>k141_64930|flag=1|multi=4.0000|len=1015	0.00015635183077357566
gene_100523|GeneMark.hmm|933_nt|+|51|983|>k141_63029|flag=1|multi=5.0000|len=1302	0.00011452016089214087
gene_100535|GeneMark.hmm|1944_nt|+|98050|99993|>k141_62091|flag=0|multi=51.7690|len=110443	1.1258119884089335e-06
gene_100537|GeneMark.hmm|1197_nt|+|101344|102540|>k141_62091|flag=0|multi=51.7690|len=110443	7.318985641829171e-07
gene_100537|GeneMark.hmm|1434_nt|+|6697|8130|>k141_63034|flag=0|multi=11.0014|len=16240	3.6924417599663624e-05
gene_100543|GeneMark.hmm|786_nt|+|12740|13525|>k141_63034|flag=0|multi=11.0014|len=16240	5.548900463683277e-06
gene_100544|GeneMark.hmm|1089_nt|+|14979|16067|>k141_63034|flag=0|multi=11.0014|len=16240	4.670995131095807e-06
gene_100559|GeneMark.hmm|1125_nt|+|218|1342|>k141_64960|flag=1|multi=5.0000|len=1662	8.388473782188859e-05
gene_100574|GeneMark.hmm|900_nt|+|4061|4960|>k141_63051|flag=1|multi=11.0000|len=30060	1.5130822332926679e-05
