name	aboundance
gene_100112|GeneMark.hmm|423_nt|+|1987|2409|>k141_68259|flag=1|multi=5.0000|len=3717	1.3581779306245216e-06
gene_100116|GeneMark.hmm|4431_nt|-|2|4432|>k141_60165|flag=1|multi=10.0000|len=4433	2.3623470287902328e-05
gene_100117|GeneMark.hmm|2733_nt|-|128|2860|>k141_68500|flag=1|multi=14.0000|len=3020	8.580027888656834e-06
gene_100119|GeneMark.hmm|1164_nt|-|287|1450|>k141_68132|flag=1|multi=9.0000|len=1504	2.2564487137065323e-06
gene_10011|GeneMark.hmm|846_nt|-|349|1194|>k141_6341|flag=1|multi=4.0000|len=2038	2.7402434127926902e-06
gene_100121|GeneMark.hmm|1614_nt|+|3|1616|>k141_68134|flag=1|multi=6.0000|len=8622	4.049320092666426e-06
gene_100122|GeneMark.hmm|810_nt|+|1616|2425|>k141_68134|flag=1|multi=6.0000|len=8622	1.349216756649267e-06
gene_100125|GeneMark.hmm|1101_nt|-|4456|5556|>k141_68134|flag=1|multi=6.0000|len=8622	8.833290050957e-07
gene_100126|GeneMark.hmm|1857_nt|-|5626|7482|>k141_68134|flag=1|multi=6.0000|len=8622	1.093240655865568e-06
gene_100130|GeneMark.hmm|402_nt|-|1|402|>k141_60880|flag=1|multi=3.0000|len=404	1.2208397891322659e-05
gene_100130|GeneMark.hmm|438_nt|-|48|485|>k141_66071|flag=1|multi=4.0000|len=873	1.6865209458115835e-05
gene_100135|GeneMark.hmm|1371_nt|+|1|1371|>k141_68276|flag=1|multi=4.0000|len=1543	2.3864701931980106e-06
gene_100135|GeneMark.hmm|579_nt|+|1|579|>k141_77517|flag=1|multi=4.0000|len=721	1.412716163590014e-05
gene_100137|GeneMark.hmm|495_nt|-|2|496|>k141_77519|flag=1|multi=2.0000|len=496	9.894709581273605e-06
gene_100138|GeneMark.hmm|1038_nt|-|7747|8784|>k141_50091|flag=1|multi=14.6813|len=45326	5.587176630591653e-07
gene_100138|GeneMark.hmm|5262_nt|-|169|5430|>k141_68279|flag=1|multi=45.3111|len=5545	9.339536803048677e-06
gene_100140|GeneMark.hmm|1275_nt|-|3300|4574|>k141_60175|flag=1|multi=8.0000|len=4574	1.4306299234256547e-06
gene_100140|GeneMark.hmm|669_nt|-|254|922|>k141_61871|flag=1|multi=3.0000|len=1262	5.322967410316386e-06
gene_100166|GeneMark.hmm|519_nt|-|145|663|>k141_68299|flag=1|multi=8.0000|len=800	4.934918001318963e-06
gene_10016|GeneMark.hmm|2718_nt|+|154|2871|>k141_6960|flag=1|multi=10.0000|len=2923	8.54715421858535e-06
gene_10016|GeneMark.hmm|363_nt|+|1|363|>k141_7743|flag=1|multi=2.0000|len=402	9.013362630508189e-06
gene_100171|GeneMark.hmm|2562_nt|+|115|2676|>k141_60905|flag=1|multi=18.2499|len=2770	4.279326316166163e-06
gene_100171|GeneMark.hmm|546_nt|-|418|963|>k141_68301|flag=1|multi=5.0000|len=964	3.3975603685093168e-06
gene_100173|GeneMark.hmm|1062_nt|-|837|1898|>k141_64709|flag=1|multi=5.0000|len=1982	1.7238412196388156e-06
gene_100174|GeneMark.hmm|678_nt|+|442|1119|>k141_77544|flag=1|multi=4.0000|len=1231	8.771717519770703e-06
gene_100180|GeneMark.hmm|1467_nt|+|1|1467|>k141_66108|flag=1|multi=5.0000|len=2391	4.460600729208551e-06
gene_100181|GeneMark.hmm|1836_nt|+|2286|4121|>k141_64713|flag=1|multi=7.0000|len=8748	9.924322478993182e-06
gene_100182|GeneMark.hmm|747_nt|+|4127|4873|>k141_64713|flag=1|multi=7.0000|len=8748	1.3428486086084433e-06
gene_100188|GeneMark.hmm|1140_nt|-|4003|5142|>k141_68180|flag=1|multi=9.9255|len=9802	1.2725984577496975e-06
gene_10018|GeneMark.hmm|1128_nt|-|1356|2483|>k141_6953|flag=1|multi=19.0000|len=2604	2.635401236306462e-06
gene_100191|GeneMark.hmm|1134_nt|-|125|1258|>k141_68317|flag=1|multi=25.0000|len=1366	3.251043953571614e-05
gene_100191|GeneMark.hmm|2148_nt|-|10|2157|>k141_64719|flag=1|multi=5.0000|len=2310	4.550557211230142e-06
gene_100194|GeneMark.hmm|1002_nt|-|97|1098|>k141_68319|flag=1|multi=3.0000|len=1219	8.939482608946645e-06
