name	aboundance
gene_100246|GeneMark.hmm|1440_nt|-|11161|12600|>k141_64744|flag=0|multi=18.9819|len=19723	2.9263781194338392e-06
gene_100249|GeneMark.hmm|1704_nt|+|15065|16768|>k141_64744|flag=0|multi=18.9819|len=19723	2.1989721078760957e-06
gene_10024|GeneMark.hmm|417_nt|-|3|419|>k141_8886|flag=1|multi=4.0000|len=504	0.00013200130419403238
gene_100251|GeneMark.hmm|783_nt|+|18083|18865|>k141_64744|flag=0|multi=18.9819|len=19723	1.954538261588464e-06
gene_100263|GeneMark.hmm|651_nt|+|410|1060|>k141_66165|flag=0|multi=48.6699|len=1074	5.2177874016320336e-05
gene_100267|GeneMark.hmm|1080_nt|-|101|1180|>k141_60254|flag=1|multi=4.0000|len=1710	3.1247766360056246e-05
gene_100285|GeneMark.hmm|1248_nt|-|1|1248|>k141_68363|flag=1|multi=5.0000|len=1249	2.9545163705822413e-05
gene_10029|GeneMark.hmm|636_nt|-|2|637|>k141_9565|flag=1|multi=2.0000|len=637	5.788440236242759e-05
gene_100310|GeneMark.hmm|1533_nt|-|138|1670|>k141_60290|flag=1|multi=8.0000|len=1778	2.2079260062794236e-05
gene_100393|GeneMark.hmm|801_nt|-|3|803|>k141_66256|flag=1|multi=3.0000|len=803	4.591826189896186e-05
gene_100399|GeneMark.hmm|1749_nt|+|270|2018|>k141_64850|flag=1|multi=7.0000|len=2212	1.8271736523719707e-05
gene_10039|GeneMark.hmm|1317_nt|-|8626|9942|>k141_6757|flag=0|multi=14.9814|len=11493	5.563120746057087e-06
gene_100403|GeneMark.hmm|765_nt|-|2|766|>k141_60351|flag=1|multi=8.0000|len=15908	7.220436874321091e-05
gene_100404|GeneMark.hmm|4305_nt|-|771|5075|>k141_60351|flag=1|multi=8.0000|len=15908	2.5429216761976807e-05
gene_100406|GeneMark.hmm|1212_nt|-|5827|7038|>k141_60351|flag=1|multi=8.0000|len=15908	5.239040111518382e-06
gene_10042|GeneMark.hmm|2013_nt|-|1109|3121|>k141_9499|flag=1|multi=4.0000|len=3121	2.953569713622747e-05
gene_100442|GeneMark.hmm|2412_nt|-|1503|3914|>k141_62081|flag=1|multi=5.0000|len=6663	5.6523808336535065e-05
gene_100444|GeneMark.hmm|1560_nt|+|4618|6177|>k141_62081|flag=1|multi=5.0000|len=6663	1.1938599418768456e-05
gene_100469|GeneMark.hmm|1023_nt|-|1|1023|>k141_60388|flag=1|multi=5.0000|len=2380	3.604336686692705e-05
gene_100476|GeneMark.hmm|1155_nt|+|733|1887|>k141_64899|flag=1|multi=7.0000|len=3665	2.9310305488765004e-05
gene_100497|GeneMark.hmm|927_nt|+|4541|5467|>k141_63011|flag=0|multi=82.0380|len=9936	1.0116800156813528e-05
gene_100501|GeneMark.hmm|1278_nt|+|14171|15448|>k141_50237|flag=0|multi=79.2200|len=16351	3.580304664506704e-06
gene_100506|GeneMark.hmm|1665_nt|-|163|1827|>k141_64923|flag=1|multi=7.0000|len=3206	2.018191806506096e-05
gene_100518|GeneMark.hmm|480_nt|+|1|480|>k141_64930|flag=1|multi=4.0000|len=1015	0.00011522613845270743
gene_100524|GeneMark.hmm|1278_nt|-|1664|2941|>k141_64934|flag=1|multi=8.0000|len=2941	1.2537356105020868e-05
gene_100530|GeneMark.hmm|1095_nt|+|184|1278|>k141_66357|flag=1|multi=13.0000|len=1557	4.327742289303565e-05
gene_100564|GeneMark.hmm|567_nt|-|148|714|>k141_68797|flag=1|multi=6.0000|len=3167	5.1641966813538335e-05
gene_100565|GeneMark.hmm|1038_nt|-|789|1826|>k141_68797|flag=1|multi=6.0000|len=3167	3.028945589118267e-05
gene_100566|GeneMark.hmm|777_nt|-|1866|2642|>k141_68797|flag=1|multi=6.0000|len=3167	2.0934347637130796e-05
gene_100635|GeneMark.hmm|843_nt|-|232|1074|>k141_68847|flag=1|multi=3.0000|len=1074	3.43318103397266e-05
gene_10066|GeneMark.hmm|3855_nt|-|131|3985|>k141_6348|flag=1|multi=9.0000|len=4136	1.3879183552647318e-05
gene_100681|GeneMark.hmm|1647_nt|+|1|1647|>k141_65045|flag=1|multi=6.0000|len=3053	3.3581388255798154e-05
gene_100730|GeneMark.hmm|1053_nt|+|225|1277|>k141_68925|flag=1|multi=3.0000|len=1547	2.887420853944117e-05
gene_100788|GeneMark.hmm|5577_nt|+|580|6156|>k141_65108|flag=1|multi=7.0000|len=10352	4.791730254043713e-05
