name	aboundance
gene_100410|GeneMark.hmm|897_nt|-|6438|7334|>k141_68441|flag=0|multi=9.9290|len=7995	2.418322692209388e-05
gene_100459|GeneMark.hmm|450_nt|-|386|835|>k141_64887|flag=1|multi=4.0000|len=837	0.00010620346481834523
gene_100481|GeneMark.hmm|2091_nt|+|398|2488|>k141_60393|flag=0|multi=28.7042|len=4780	0.00012475065350949112
gene_100482|GeneMark.hmm|1128_nt|+|2473|3600|>k141_60393|flag=0|multi=28.7042|len=4780	2.4633303645366185e-05
gene_100506|GeneMark.hmm|1665_nt|-|163|1827|>k141_64923|flag=1|multi=7.0000|len=3206	4.8538529350475246e-05
gene_100556|GeneMark.hmm|2904_nt|+|2979|5882|>k141_68540|flag=0|multi=10.9277|len=57466	0.00025630026914253833
gene_100557|GeneMark.hmm|954_nt|-|5991|6944|>k141_68540|flag=0|multi=10.9277|len=57466	5.108288774384693e-05
gene_100558|GeneMark.hmm|870_nt|-|7010|7879|>k141_68540|flag=0|multi=10.9277|len=57466	3.939327654925929e-05
gene_100560|GeneMark.hmm|390_nt|-|9212|9601|>k141_68540|flag=0|multi=10.9277|len=57466	9.236526728811402e-06
gene_100563|GeneMark.hmm|1035_nt|-|10902|11936|>k141_68540|flag=0|multi=10.9277|len=57466	1.4859231421467538e-05
gene_100565|GeneMark.hmm|1014_nt|-|12457|13470|>k141_68540|flag=0|multi=10.9277|len=57466	3.2917554982671964e-05
gene_100566|GeneMark.hmm|975_nt|-|13540|14514|>k141_68540|flag=0|multi=10.9277|len=57466	6.109955430847339e-06
gene_100567|GeneMark.hmm|1215_nt|-|14832|16046|>k141_68540|flag=0|multi=10.9277|len=57466	1.9343115164627564e-05
gene_100568|GeneMark.hmm|2691_nt|-|16171|18861|>k141_68540|flag=0|multi=10.9277|len=57466	6.11228784583605e-05
gene_100569|GeneMark.hmm|771_nt|-|18958|19728|>k141_68540|flag=0|multi=10.9277|len=57466	1.123782100609771e-05
gene_10056|GeneMark.hmm|573_nt|-|79|651|>k141_8368|flag=1|multi=4.0000|len=1420	0.00020433155097538772
gene_100570|GeneMark.hmm|1296_nt|-|113|1408|>k141_62111|flag=1|multi=9.0000|len=4093	9.447431795808054e-05
gene_100571|GeneMark.hmm|2112_nt|-|1450|3561|>k141_62111|flag=1|multi=9.0000|len=4093	2.4903087088828494e-05
gene_100572|GeneMark.hmm|1329_nt|+|22183|23511|>k141_68540|flag=0|multi=10.9277|len=57466	2.263108156777294e-05
gene_100573|GeneMark.hmm|1857_nt|+|23549|25405|>k141_68540|flag=0|multi=10.9277|len=57466	3.3161148776678744e-05
gene_100574|GeneMark.hmm|417_nt|+|25469|25885|>k141_68540|flag=0|multi=10.9277|len=57466	3.4259182199466205e-06
gene_100575|GeneMark.hmm|4248_nt|-|25981|30228|>k141_68540|flag=0|multi=10.9277|len=57466	2.9337003150495656e-05
gene_100576|GeneMark.hmm|1743_nt|-|30274|32016|>k141_68540|flag=0|multi=10.9277|len=57466	2.6313686427771225e-05
gene_100577|GeneMark.hmm|597_nt|-|32022|32618|>k141_68540|flag=0|multi=10.9277|len=57466	5.437481950047107e-06
gene_100579|GeneMark.hmm|603_nt|+|32959|33561|>k141_68540|flag=0|multi=10.9277|len=57466	5.284699092596661e-06
gene_100580|GeneMark.hmm|693_nt|-|33582|34274|>k141_68540|flag=0|multi=10.9277|len=57466	3.881071356858768e-06
gene_100581|GeneMark.hmm|450_nt|-|34280|34729|>k141_68540|flag=0|multi=10.9277|len=57466	3.83022372325657e-06
gene_100583|GeneMark.hmm|2706_nt|-|36417|39122|>k141_68540|flag=0|multi=10.9277|len=57466	3.1734535650694134e-05
gene_100584|GeneMark.hmm|546_nt|-|39125|39670|>k141_68540|flag=0|multi=10.9277|len=57466	1.3412638233927644e-05
gene_100589|GeneMark.hmm|1014_nt|+|44317|45330|>k141_68540|flag=0|multi=10.9277|len=57466	2.9344769398847872e-06
gene_100593|GeneMark.hmm|909_nt|-|47556|48464|>k141_68540|flag=0|multi=10.9277|len=57466	1.8298096138023743e-06
gene_100594|GeneMark.hmm|2661_nt|+|48651|51311|>k141_68540|flag=0|multi=10.9277|len=57466	8.64141150273024e-06
